ID;Intervention Chirurgicale;stress chir cortico;Antibioprophylaxie;Dose;Alternative;Dose Alternative;SPECIALITE;RISQUE HEMORRAGIQUE;CONTRÔLE HEMORRAGIQUE;GRAVITE_V;GRAVITE_F;IOT;ALR;ALR_ALTERATIVE
END-ECH-06;"Ponction liquide pleural per endoscopique (i.e.
à travers le tube digestif)";faible;Céfoxitine;2 g IVL initialement, puis 1 g si durée > 2h, toutes les 2h;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg IVL + 1 g IVL;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-ECH-07;"Constitution d’une anastomose gastro-jéjunale
sous écho-endoscopie";;Céfoxitine;2 g IVL initialement, puis 1 g si durée > 2h, toutes les 2h;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg IVL + 1 g IVL;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-DIG-01;"Fibroscopie oeso-gastro-duodénale
diagnostique, avec ou sans biopsie
";faible;PAS D'ANTIBIOPROPHYLAXIE;;;;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-DIG-02;"Fibroscopie oeso-gastro-duodénale
thérapeutique avec dilatation, ou pose de
prothèse, ou mucosectomie ou dissection
sous-muqueuse.";faible;PAS D'ANTIBIOPROPHYLAXIE;;;;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-DIG-03;"Pose de gastrostomie, par voie transcutanée
avec guidage endoscopique";faible;Céfazoline;2 g IVL initialement, puis 1 g si durée > 4h, toutes les 4h;Vancomycine 20 mg/kg IVL ou Téicoplanine 12 mg/kg IVL;Respectivement 20 mg/kg IVL / 12 mg/kg IVL;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-VAR-01;" Sclérose et/ou ligature de varices oesogastriques,
en dehors de la période
hémorragique";faible;PAS D'ANTIBIOPROPHYLAXIE;;;;ENDO_DIGESTIVE;MAJEUR;STANDARD;2;1;VS;AUCUNE;LOCALE+SEDATION
END-VAR-02;"Sclérose et/ou ligature de varices oesogastriques
en période hémorragique";;Ciprofloxacine;" 400 mg/IVL x2/j, puis relais per os
après 48h";Ceftriaxone ;1 g/24h IV;ENDO_DIGESTIVE;MAJEUR;RENFORCE;3;1;VS;AUCUNE;LOCALE+SEDATION
END-DIG-04;"Coloscopie diagnostique, avec ou sans
biopsie";faible;PAS D'ANTIBIOPROPHYLAXIE;;;;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-DIG-05;"Coloscopie thérapeutique avec dilatation, ou
pose de prothèse, ou mucosectomie ou
dissection sous-muqueuse";faible;PAS D'ANTIBIOPROPHYLAXIE;;;;ENDO_DIGESTIVE;FAIBLE;STANDARD;1;1;VS;AUCUNE;LOCALE+SEDATION
END-RAD-01;embolisation hépatique;;PAS D'ANTIBIOPROPHYLAXIE;;;;RADIOLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
END-RAD-02;"Shunt porto-systémique intra-hépatique
transjugulaire";;PAS D'ANTIBIOPROPHYLAXIE;;;;RADIOLOGIE;FAIBLE;STANDARD;3;1;STANDARD;AUCUNE;LOCALE+SEDATION
END-RAD-03;Chimio-embolisation;;PAS D'ANTIBIOPROPHYLAXIE;;;;RADIOLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
END-RAD-04;DRAINAGE BILIAIRE;faible;PAS D'ANTIBIOPROPHYLAXIE;;;;RADIOLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-PRO-01;Résection trans-urétrale de prostate (RTUP);;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;RA
URO-PRO-02;ADENOMECTOMIE CHIRURGIALE;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
URO-PRO-03;"Traitement de l’hypertrophie bénigne de la
prostate par d’autres techniques : énucléation
(laser holmium [HoLEP], laser thulium [ThuLEP], laser
greenlight [GreenLEP], bipolaire [BIPOLEP]), pose
d’implant intraprostatique (UROLIFT), thermothérapie
à la vapeur d’eau (REZUM), ultrasons focalisés
(HIFU) et embolisation des artères prostatiques ";;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-PRO-04;Prostatectomie totale;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;AUCUNE
URO-PRO-05;Curiethérapie;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;RA
URO-PRO-06;Biopsies de prostate par voie trans-périnéale;faible;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE
URO-PRO-07;Biopsies de prostate par voie transrectale;faible;Fosfomycine-trométamol;" 3g per os 2 h avant
le geste";Ciprofloxacine;"500mg
per os   2 h avant
le geste";UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE
URO-VES-01;Cystoscopie diagnostique;faible;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-VES-02; Résection trans-urétrale de vessie (RTUV);;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;RA;BNP
URO-INC-01;Cure d’incontinence urinaire;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-VES-03;Injection intra-détrusorienne de toxine botulique;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-INC-02;"Cure de prolapsus, quelle que soit la voie
d’abord, avec ou sans matérie";;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;1;APD-RA;BNP
URO-VES-04;Injection de macroplastique;;Céfazoline / Céfuroxime;"3 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;1;APD-RA;LOCALE
URO-VES-05;"Cystectomie sustrigonale partielle ou totale, quel
que soit le mode de dérivation";;Céfoxitine;2 g IVL;Gentamicine + Métronidazole;Respectivement 6–7 mg/kg IVL + 1 g IVL;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;APD-RA
URO-SCR-01;Pose de prothèse pénienne;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-SCR-02;Pose de prothèse testiculaire;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-SCR-03;Chirurgie scrotale ou de la verge sans prothèse;;PAS D’ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-HAU-01;Urétéroscopie diagnostique et/ou thérapeutique;faible;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-VES-06;Urétrotomie, urétroplastie;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-HAU-02; Montée de sonde JJ;faible;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-HAU-03;Pose de sonde de néphrostomie;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-HAU-04;Néphrolithotomie percutanée;faible;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;BNP
URO-HAU-05;Lithotritie extra-corporelle;faible;PAS D'ANTIBIOPROPHYLAXIE;;;;;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE
URO-HAU-06;"Pose ou changement de cathéter de dialyse
intrapéritonéale";faible;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-HAU-07;Néphrectomie totale ou partielle;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;2;1;STANDARD;AUCUNE;AUCUNE
URO-HAU-08;Surrénalectomie;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;2;1;STANDARD;AUCUNE;AUCUNE
URO-HAU-09; Embolisation des artères rénales;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-HAU-10;Thermoablation de tumeur rénale;;PAS D'ANTIBIOPROPHYLAXIE;;;;UROLOGIE;FAIBLE;STANDARD;1;1;STANDARD;AUCUNE;LOCALE+SEDATION
URO-HAU-11;Transplantation rénale;;Céfazoline / Céfuroxime;"2 g IVL (Céfazoline) initialement, puis 1 g si durée > 4h, toutes les 4h ; 1,5 g IVL (Céfuroxime) initialement, puis 0,75 g si durée > 2h, toutes les 2h";Gentamicine; 6–7 mg/kg IVL ;UROLOGIE;FAIBLE;STANDARD;2;1;ARMEE;AUCUNE;AUCUNE
;;;;;;;;;STANDARD;1;1;;;
;;;;;;;;;STANDARD;1;1;;;
