ID;Sous-groupe;Intervention Chirurgicale;SPECIALITE;Risque H AOD - AVK;Risque H AAP;stress chir cortico
ALR-NEU-01;Anesthésie neuraxiale;Péridurale;ALR;TRES ELEVE;TRES ELEVE;FAIBLE
ALR-NEU-02;Anesthésie neuraxiale;Rachianesthésie;ALR;TRES ELEVE;TRES ELEVE;FAIBLE
ALR-NEU-03;Anesthésie neuraxiale;Péri-rachi combinée;ALR;TRES ELEVE;TRES ELEVE;FAIBLE
ALR-PRO-01;Blocs périphériques profonds;Blocs périphériques profonds (bloc paravertébral, bloc infraclaviculaire, bloc du plexus lombaire par voie postérieure…);ALR;ELEVE;INTERMEDIAIRE;FAIBLE
ALR-PER-01;Blocs périphériques superficiels;Blocs périphériques superficiels (bloc axillaire, fémoral, sciatique poplité, bloc des érecteurs…);ALR;FAIBLE;FAIBLE;FAIBLE
CDI-RYT-01;Rythmologie (PM, DAI, ablation);Ablation endocavitaire par cathéter pour flutter et FA (supraventriculaire);CARDIOLOGIE;Nul = pas d'arrêt;FAIBLE;NON FAIBLE
CDI-RYT-02;Rythmologie (PM, DAI, ablation);Explorations électrophysiologiques;CARDIOLOGIE;Nul = pas d'arrêt;FAIBLE;FAIBLE
CDI-RYT-03;Rythmologie (PM, DAI, ablation);Cardioversion électrique;CARDIOLOGIE;Nul = pas d'arrêt;FAIBLE;FAIBLE
CDI-RYT-04;Rythmologie (PM, DAI, ablation);Ablation endocavitaire par cathéter hors arythmies atriales;CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-RYT-05;Rythmologie (PM, DAI, ablation);Ablation d’arythmie par voie épicardique;CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-RYT-06;Rythmologie (PM, DAI, ablation);Stimulateurs et défibrillateurs de tous types;CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-RYT-07;Rythmologie (PM, DAI, ablation);Défibrillateurs extravasculaires (voie sous costale);CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CDI-STR-01;Structurel (CIA, CIV, FOP, auricule, biopsie);Fermeture percutanée du foramen ovale perméable;CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-STR-02;Structurel (CIA, CIV, FOP, auricule, biopsie);Fermeture percutanée de communication inter auriculaire;CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-STR-03;Structurel (CIA, CIV, FOP, auricule, biopsie);Fermeture percutanée de communication inter ventriculaire;CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CDI-STR-04;Structurel (CIA, CIV, FOP, auricule, biopsie);Biopsie endomyocardique;CARDIOLOGIE;ELEVE;INTERMEDIAIRE;FAIBLE
CDI-STR-05;Structurel (CIA, CIV, FOP, auricule, biopsie);Intervention coronaire percutanée;CARDIOLOGIE;Nul = pas d'arrêt;FAIBLE;NON FAIBLE
CDI-VAL-01;Valves percutanées;Réparation tricuspide percutanée (TriClip);CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-VAL-02;Valves percutanées;Remplacement valvulaire tricuspide par voie percutanée (TTVR);CARDIOLOGIE;FAIBLE;FAIBLE;NON FAIBLE
CDI-VAL-03;Valves percutanées;Réparation mitrale percutanée (MitraClip);CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CDI-VAL-04;Valves percutanées;Remplacement valvulaire aortique par voie percutanée (TAVI);CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CDI-VAL-05;Valves percutanées;Remplacement valvulaire mitral par voie percutanée (TMVR);CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CDI-VAL-06;Valves percutanées;Fermeture percutanée de fuite para-valvulaire;CARDIOLOGIE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-ASS-01;Assistance circulatoire;Assistance circulatoire de courte durée sans abord chirurgical (ECMO, Impella, CPIA, etc.);CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-ASS-02;Assistance circulatoire;Assistance circulatoire avec abord chirurgical (ECMO, Impella, etc.);CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-CEC-01;Chirurgie sous CEC;Tous les gestes sous CEC;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DIS-01;Dispositifs;Pose de PM ou DAI épicardique;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DIS-02;Dispositifs;Changement de sonde épicardique;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DIV-01;Divers;Ablation des fils d'acier;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DIV-02;Divers;Reprise de scarpa (faux anévrisme);CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DIV-03;Divers;Hémostase postopératoire après chirurgie cardiaque par sternotomie ou thoracotomie;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DRN-01;Drainage / décompression péricardique;Drainage péricardique par thoracotomie ou sternotomie;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CAR-DRN-02;Drainage / décompression péricardique;Fenêtre pleuropéricardique ou péritonéopéricardique;CHIR CARDIAQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CO-AVU-01;Avulsions dentaires;Avulsion simple (sans alvéolectomie);CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-AVU-02;Avulsions dentaires;Avulsions multiples dans 1 même quadrant ou 2 quadrants d'un seul côté;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-AVU-03;Avulsions dentaires;Avulsions multiples dans plus de 2 quadrants;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-AVU-04;Avulsions dentaires;Avulsion de dent(s) incluse(s);CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-OSS-01;Chirurgie osseuse / greffes;Chirurgie pré-orthodontique d'une dent enclavée / pose de moyens d'ancrage;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-OSS-02;Chirurgie osseuse / greffes;Greffes osseuses d'apposition (en onlay) / régénération osseuse guidée;CHIR ORALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CO-OSS-03;Chirurgie osseuse / greffes;Chirurgie pré-prothétique sur un quadrant (exérèse torus, crête flottante, hyperplasie gingivale);CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-OSS-04;Chirurgie osseuse / greffes;Chirurgie osseuse endodontique périapicale / énucléation de kystes;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-SAL-01;Glandes salivaires;Chirurgie d'une lithiase salivaire;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-HYG-01;Hygiène;Détartrage / débridement des poches parodontales;CHIR ORALE;Nul = pas d'arrêt;INTERMEDIAIRE;FAIBLE
CO-IMP-01;Implantologie / sinus;Implants avec lambeau dans un même quadrant / implants symphysaires / implants en flapless dans 2 quadrants sur un maxillaire;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-IMP-02;Implantologie / sinus;Élévation du sinus par voie crestale;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-IMP-03;Implantologie / sinus;Dégagement implants (pilier cicatrisation) sur un maxillaire;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-IMP-04;Implantologie / sinus;Implants multiples avec lambeau dans plusieurs quadrants / implants zygomatiques;CHIR ORALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CO-IMP-05;Implantologie / sinus;Élévation du sinus avec lambeau par voie latérale;CHIR ORALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CO-IMP-06;Implantologie / sinus;Fermeture de communication bucco-sinusienne par lambeau ou corps adipeux;CHIR ORALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CO-PAR-01;Parodontologie / muqueuse;Incision et drainage de tuméfactions intra-orales;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-PAR-02;Parodontologie / muqueuse;Chirurgie muco-gingivale dans un même quadrant (+/- prélèvement conjonctif palatin);CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-PAR-03;Parodontologie / muqueuse;Lambeau d'assainissement parodontal / comblement des poches / gingivectomie;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
CO-TUM-01;Tumeurs / kystes / biopsies;Biopsie buccale;CHIR ORALE;FAIBLE;FAIBLE;FAIBLE
CO-TUM-02;Tumeurs / kystes / biopsies;Exérèse de pseudotumeurs et tumeurs bénignes de la muqueuse buccale;CHIR ORALE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-BRU-01;Brûlures;Pansement de brûlure initial (mise à plat de phlyctènes, lavage) et secondaire sans geste chirurgical;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-BRU-02;Brûlures;Incision de décharge : Escarrotomie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-BRU-03;Brûlures;Incision de décharge : Aponévrotomie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-BRU-04;Brûlures;Excision de brûlure sans couverture ou avec couverture temporaire (allo ou xénogreffe);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-BRU-05;Brûlures;Autogreffe cutanée;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-BRU-06;Brûlures;Greffe de matrice cutanée artificielle;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-COR-01;Corps;Brachioplastie (lifting des bras);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-COR-02;Corps;Cruroplastie (lifting des cuisses);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-COR-03;Corps;Body-lift;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-COR-04;Corps;Abdominoplastie (plastie abdominale);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-01;Cutané / teguments;Transfert adipocytaire libre : < 200 mL ET durée ≤ 2h;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-02;Cutané / teguments;Transfert adipocytaire libre : > 200 mL ou durée > 2h;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-03;Cutané / teguments;Greffes cutanées (hors brûlure);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-04;Cutané / teguments;Pose de substitut dermique;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-05;Cutané / teguments;Expansion cutanée avec prothèse : Pose de prothèse(s) d'expansion;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-06;Cutané / teguments;Expansion cutanée avec prothèse : Gonflage de prothèse;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-07;Cutané / teguments;Lambeaux libres microchirurgicaux ou pédiculés;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-08;Cutané / teguments;Plastie(s) cutanée(s);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-CUT-09;Cutané / teguments;Tumorectomie cutanée;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-CUT-10;Cutané / teguments;Arthrodèse avec articulation fermée;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-11;Cutané / teguments;Amputation;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-12;Cutané / teguments;Enfouissement de cartilage pour reconstruction auriculaire;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-13;Cutané / teguments;Lambeau à distance à pédicule ou vascularisation transitoire;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-14;Cutané / teguments;Chirurgie dermatologique avec résection-suture sans greffe ni lambeau;CHIR PLASTIQUE;FAIBLE;INTERMEDIAIRE;FAIBLE
PLA-CUT-15;Cutané / teguments;Greffe de peau;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-16;Cutané / teguments;Lambeaux;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-CUT-17;Cutané / teguments;Chirurgie plastique et reconstructrice de la face, du sein ou de la silhouette;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-01;Facial;Otoplastie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-FAC-02;Facial;Blépharoplastie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-FAC-03;Facial;Lifting cervico-facial ou mask-lift (durée ≤ 2h);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-04;Facial;Lifting cervico-facial ou mask-lift (durée > 2h, avec greffon ou remodelage osseux);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-05;Facial;Septo-rhinoplastie avec ou sans greffe de cartilage;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-06;Facial;Implants ou appositions modelantes à la face (malaire);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-07;Facial;Frontoplastie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-08;Facial;Génioplastie (avec ou sans implant);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-09;Facial;Chirurgie orthognatique avec ouverture buccale;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-10;Facial;Autogreffes capillaires de réimplantation;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-FAC-11;Facial;Chirurgie de la face avec reconstruction par lambeau (abord endo-oral);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-12;Facial;Chirurgie de la face avec reconstruction par lambeau (abord extra-oral sans contamination, durée ≤ 2h);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-13;Facial;Chirurgie de la face avec reconstruction par lambeau (abord extra-oral sans contamination, durée > 2h);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-FAC-14;Facial;Laryngoplastie par cervicotomie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-01;Mammaire;Reconstruction mammaire avec implant ou prothèse;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-02;Mammaire;Reconstruction mammaire par lambeau;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-03;Mammaire;Réduction mammaire;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-04;Mammaire;Lipofilling mammaire (<200 mL, durée ≤2h);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-05;Mammaire;Lipofilling mammaire (>200 mL ou durée >2h);CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-MAM-06;Mammaire;Exérèse de gynécomastie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-ONC-01;Oncologique;Chirurgie de ganglion sentinelle;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-ONC-02;Oncologique;Curage ganglionnaire axillaire ou inguinal seul;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-01;Organes génitaux;Pose de prothèse testiculaire;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;FAIBLE
PLA-GEN-02;Organes génitaux;Pose de prothèse pénienne;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-03;Organes génitaux;Armature d'un néo-pénis;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-04;Organes génitaux;Pose de prothèses gonflables (hydrauliques) avec composants extra-caverneux;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-05;Organes génitaux;Pose de prothèses semi-rigides;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-06;Organes génitaux;Urétroplastie, vaginoplastie et vestibuloplastie avec enfouissement ou réduction du clitoris, pour féminisation;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-07;Organes génitaux;Création d'un néo-vagin et d'une néo-vulve +/- greffe de peau;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-08;Organes génitaux;Plastie des organes génitaux externes pour transsexualisme masculin;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-09;Organes génitaux;Création d'un néo-vagin avec un segment intestinal : veille au soir;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-10;Organes génitaux;Création d'un néo-vagin avec un segment intestinal : lors de la chirurgie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-11;Organes génitaux;Phalloplastie par lambeau inguinal pédiculé, ou lambeau cutané libre, ou lambeau cutané tubulé pénien;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
PLA-GEN-12;Organes génitaux;Métoïdioplastie;CHIR PLASTIQUE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-BAR-01;Bariatrique;Gastroplastie avec anneau gastrique ajustable;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-BAR-02;Bariatrique;Sleeve gastrectomie / Bypass en Y / Bypass en oméga;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-BAR-03;Bariatrique;Dérivation biliopancréatique avec switch duodénal (BPD-DS) / SADI-S / Bipartition du Transit avec Sleeve;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-BAR-04;Bariatrique;Nissen-Sleeve / Endo-Sleeve / Toute révision de chirurgie bariatrique;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-01;Foie / VBP / pancréas / rate;Cholécystectomie élective par laparoscopie (patients à haut risque);CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-02;Foie / VBP / pancréas / rate;Cholécystectomie élective par laparoscopie (patients à faible risque);CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-03;Foie / VBP / pancréas / rate;Cholécystectomie, par laparotomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-04;Foie / VBP / pancréas / rate;Cholécystectomie avec ablation transcystique de calcul de la voie biliaire principale;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-05;Foie / VBP / pancréas / rate;Cholécystectomie avec ablation de calcul de la voie biliaire principale par cholédocotomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-06;Foie / VBP / pancréas / rate;Ablation de calcul de la voie biliaire principale, par laparoscopie ou laparotomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-07;Foie / VBP / pancréas / rate;Cholécystectomie avec cholédoco-jéjunostomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-08;Foie / VBP / pancréas / rate;Résection de la voie biliaire principale pédiculaire avec anastomose bilio-digestive, par laparotomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-09;Foie / VBP / pancréas / rate;Hépatectomie sans chirurgie des voies biliaires;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-10;Foie / VBP / pancréas / rate;Chirurgie des kystes hépatiques simples;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-11;Foie / VBP / pancréas / rate;Splénectomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-12;Foie / VBP / pancréas / rate;Chirurgie pancréatique;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-13;Foie / VBP / pancréas / rate;Duodéno-pancréatectomie céphalique (DPC) sans geste de drainage biliaire préopératoire;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-14;Foie / VBP / pancréas / rate;Duodéno-pancréatectomie totale (DPT) sans geste de drainage biliaire préopératoire;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-15;Foie / VBP / pancréas / rate;DPC ou DPT pour ampullome ou avec antécédent de drainage biliaire ou de sphinctérotomie préopératoires;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-16;Foie / VBP / pancréas / rate;Transplantation de foie total;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-17;Foie / VBP / pancréas / rate;Transplantation de foie réduit;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-18;Foie / VBP / pancréas / rate;Transplantation du pancréas;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-FOI-19;Foie / VBP / pancréas / rate;Transplantation du pancréas et du rein;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-01;Intestin / côlon / rectum / anus;Résection de l'intestin grêle;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-02;Intestin / côlon / rectum / anus;Entérostomie cutanée, par laparotomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-03;Intestin / côlon / rectum / anus;Colectomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-04;Intestin / côlon / rectum / anus;Amputation abdomino-périnéale;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-05;Intestin / côlon / rectum / anus;Proctectomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-06;Intestin / côlon / rectum / anus;Rétablissement de continuité;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-07;Intestin / côlon / rectum / anus;Appendicectomie programmée;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-08;Intestin / côlon / rectum / anus;Hémorroïdes;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-09;Intestin / côlon / rectum / anus;Kyste pilonidal;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-INT-10;Intestin / côlon / rectum / anus;Fistule anale;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-HER-01;Paroi / hernies;Cure de hernie inguinale et crurale avec prothèse (voie ouverte ou laparoscopique);CHIR VISCERALE;ELEVE;INTERMEDIAIRE;FAIBLE
CVIS-HER-02;Paroi / hernies;Cure de hernie de l'aine sans prothèse;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;FAIBLE
CVIS-HER-03;Paroi / hernies;Cure de hernie inguinale, fémorale, ombilicale, ligne blanche;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;FAIBLE
CVIS-HER-04;Paroi / hernies;Cure d'éventration / éviscération;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-OES-01;Œsophage / estomac;Œsophagectomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-OES-02;Œsophage / estomac;Excision de tumeur de l'œsophage;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-OES-03;Œsophage / estomac;Traitement d'un diverticule de l'œsophage;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-OES-04;Œsophage / estomac;Gastrectomie totale, totalisation de gastrectomie;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
CVIS-OES-05;Œsophage / estomac;Gastrectomie partielle;CHIR VISCERALE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-COL-01;Coloscopie;Coloscopie;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;FAIBLE
END-CPR-01;CPRE;CPRE sans sphinctérotomie;ENDOSCOPIE DIGESTIVE;FAIBLE;FAIBLE;FAIBLE
END-CPR-03;CPRE;Dilatation et pose de prothèses biliaires ou pancréatiques avec drainage complet;ENDOSCOPIE DIGESTIVE;FAIBLE;INTERMEDIAIRE;NON FAIBLE
END-CPR-04;CPRE;Extraction de calculs biliaires ou pancréatiques, avec ou sans lithotritie mécanique, avec drainage biliaire complet satisfaisant;ENDOSCOPIE DIGESTIVE;FAIBLE;INTERMEDIAIRE;NON FAIBLE
END-CPR-05;CPRE;CPRE avec sphinctérotomie;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-01;Entéroscopie;Entéroscopie simple ou double ballon sans polypectomie;ENDOSCOPIE DIGESTIVE;FAIBLE;FAIBLE;FAIBLE
END-DIG-02;Entéroscopie;Entéroscopie spiralée;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-03;Entéroscopie;Traitement des fistules post-opératoires;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-04;Fibroscopie digestive haute;Fibroscopie oeso-gastro-duodénale diagnostique, avec ou sans biopsie;ENDOSCOPIE DIGESTIVE;FAIBLE;FAIBLE;FAIBLE
END-DIG-05;Fibroscopie digestive haute;Fibroscopie oeso-gastro-duodénale thérapeutique : dilatation ou pose de prothèse;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-169b;;Fibroscopie oeso-gastro-duodénale thérapeutique : mucosectomie ou dissection sous-muqueuse;;ELEVE;ELEVE;NON FAIBLE
END-DIG-06;Fibroscopie digestive haute;Pose de stent œsophagien, entéral ou colique;ENDOSCOPIE DIGESTIVE;FAIBLE;INTERMEDIAIRE;NON FAIBLE
END-DIG-07;Fibroscopie digestive haute;Dilatation de sténoses;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-08;Fibroscopie digestive haute;Radiofréquence œsophagienne;ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
END-DIG-09;Fibroscopie digestive haute;Électrocoagulation au plasma Argon (APC);ENDOSCOPIE DIGESTIVE;ELEVE;INTERMEDIAIRE;NON FAIBLE
